Country,AlphaNumISO,CCC_IEATrade_Code,CCC_IEATrade_Name,Units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bermuda,BMU060,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
Bhutan,BTN064,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,51.0,14.0,5.0,10.0,28.0,25.0,70.0,75.0,29.0,3495.0,39.0,3.0,87.0,96.0,148.0,108.0,73.0,369.0,172.0,54.0,366.0,,,,
Bolivia,BOL068,A.1.1.1.1,Rice,tonnes,644.0,71.0,1773.0,0.0,0.0,100.0,528.0,549.0,11412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9207.0,2129.0,0.0,65.0,2173.0,1622.0,5.0,15.0,1329.0,10.0,0.0,1.0,0.0,0.0,5066.0,1056.0,8210.0,5691.0,54.0,0.0,3290.0,2088.0,5601.0,1875.0,,,,
Bosnia and Herzegovina,BIH070,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,160.0,77.0,134.0,129.0,96.0,79.0,100.0,70.0,110.0,29.0,,,,
Botswana,BWA072,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,90.0,80.0,120.0,35.0,33.0,32.0,75.0,50.0,84.0,52.0,159.0,17.0,92.0,83.0,122.0,146.0,442.0,1122.0,265.0,551.0,420.0,1357.0,1675.0,1329.0,641.0,500.0,500.0,400.0,657.0,237.0,798.0,432.0,691.0,553.0,10166.0,,,,
Brazil,BRA076,A.1.1.1.1,Rice,tonnes,90099.0,148028.0,1898.0,33398.0,56598.0,2598.0,76269.0,408371.0,178180.0,300.0,1347.0,47455.0,12788.0,9052.0,38132.0,22349.0,21015.0,29137.0,73586.0,48633.0,30096.0,8081.0,19871.0,30149.0,17162.0,39245.0,35623.0,8919.0,6406.0,47502.0,26224.0,22050.0,29886.0,19367.0,36616.0,272030.0,289869.0,201341.0,510523.0,589727.0,420960.0,1291598.0,1099232.0,816398.0,,,,
Brunei Darussalam,BRN096,A.1.1.1.1,Rice,tonnes,0.0,291.0,252.0,131.0,28.0,0.0,0.0,0.0,27.0,39.0,0.0,3.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,14.0,5174.0,250.0,4900.0,4900.0,0.0,,,,
Bulgaria,BGR100,A.1.1.1.1,Rice,tonnes,0.0,2600.0,980.0,1032.0,271.0,0.0,0.0,1389.0,189.0,0.0,0.0,4001.0,542.0,11095.0,8267.0,11375.0,12723.0,1595.0,2363.0,3600.0,260.0,10497.0,11071.0,9451.0,31965.0,2639.0,7281.0,3397.0,8535.0,3294.0,3475.0,1132.0,1685.0,2047.0,1968.0,2531.0,2648.0,6474.0,21849.0,27631.0,43400.0,31036.0,41750.0,40601.0,,,,
Burkina Faso,BFA854,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,248.0,1542.0,1503.0,707.0,74.0,155.0,108.0,96.0,26.0,513.0,595.0,0.0,17.0,2793.0,,,,
Burundi,BDI108,A.1.1.1.1,Rice,tonnes,61.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,327.0,114.0,0.0,0.0,0.0,0.0,0.0,855.0,2710.0,663.0,40.0,25.0,0.0,3.0,2.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,576.0,61.0,2.0,0.0,,,,
Cambodia,KHM116,A.1.1.1.1,Rice,tonnes,177688.0,31108.0,8199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26420.0,0.0,0.0,1000.0,3935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5625.0,3600.0,700.0,3439.0,6372.0,7020.0,3846.0,2283.0,5177.0,2318.0,5230.0,2977.0,5536.0,17219.0,51178.0,174045.0,196618.0,361246.0,,,,
Cameroon,CMR120,A.1.1.1.1,Rice,tonnes,39.0,68.0,103.0,122.0,9.0,0.0,902.0,1028.0,0.0,674.0,3272.0,6435.0,9108.0,0.0,14777.0,9778.0,559.0,2591.0,1672.0,1108.0,311.0,517.0,0.0,294.0,3.0,87.0,0.0,0.0,225.0,16.0,160.0,0.0,200.0,1829.0,80.0,0.0,1.0,3.0,1250.0,0.0,1481.0,1454.0,826.0,982.0,,,,
Canada,CAN124,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,69.0,206.0,195.0,491.0,1419.0,1229.0,1348.0,1103.0,1524.0,1635.0,1367.0,1543.0,1506.0,1655.0,1739.0,1693.0,3386.0,3513.0,4476.0,8334.0,8294.0,5483.0,4430.0,4392.0,4925.0,,,,
Cape Verde,CPV132,A.1.1.1.1,Rice,tonnes,1.0,79.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,1042.0,0.0,0.0,0.0,24.0,0.0,,,,
Central African Republic,CAF140,A.1.1.1.1,Rice,tonnes,33.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5648.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Chad,TCD148,A.1.1.1.1,Rice,tonnes,80.0,37.0,130.0,56.0,42.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Chile,CHL152,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10191.0,9659.0,15435.0,660.0,0.0,0.0,500.0,0.0,0.0,0.0,51.0,13.0,23422.0,4434.0,1001.0,499.0,7.0,35.0,57.0,83.0,5.0,2657.0,273.0,5.0,16.0,17.0,409.0,235.0,6.0,125.0,32.0,195.0,1343.0,1247.0,346.0,62.0,2.0,,,,
China,CHN156,A.1.1.1.1,Rice,tonnes,1690000.0,1470000.0,1510000.0,2590000.0,2525000.0,1973600.0,1441400.0,1032900.0,1435200.0,1061200.0,1116000.0,593000.0,468842.0,580000.0,1160000.0,1006246.0,964744.0,1021779.0,697915.0,315129.0,325953.0,688805.0,952829.0,1420304.0,1448408.0,46291.0,254373.0,932214.0,3725736.0,2690600.0,2933772.0,1847630.0,1963874.0,2585011.0,881009.0,657383.0,1218406.0,1303471.0,946763.0,762118.0,598899.0,489104.0,266565.0,450733.0,,,,
Colombia,COL170,A.1.1.1.1,Rice,tonnes,5160.0,119.0,2104.0,20087.0,1075.0,71466.0,78266.0,78186.0,328.0,30128.0,41330.0,22821.0,0.0,6870.0,36991.0,33164.0,2540.0,20.0,21.0,33994.0,54764.0,84669.0,450.0,3666.0,2290.0,293.0,47.0,165.0,346.0,15.0,37.0,161.0,610.0,341.0,588.0,180.0,40.0,196.0,962.0,43.0,102.0,131.0,14.0,28.0,,,,
Costa Rica,CRI188,A.1.1.1.1,Rice,tonnes,33.0,0.0,6.0,147.0,11904.0,3888.0,2861.0,37320.0,30620.0,52063.0,38162.0,45274.0,10766.0,31080.0,59823.0,0.0,21084.0,0.0,0.0,41.0,0.0,1.0,559.0,2453.0,438.0,4662.0,7107.0,12346.0,10001.0,10779.0,5082.0,11991.0,4401.0,3635.0,4735.0,4765.0,997.0,4984.0,10251.0,6502.0,3519.0,5614.0,4047.0,4797.0,,,,
Cote d'Ivoire,CIV384,A.1.1.1.1,Rice,tonnes,2.0,76.0,100.0,1802.0,4372.0,63.0,31893.0,3112.0,136.0,2339.0,6.0,115.0,14.0,228.0,1214.0,1233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18617.0,4524.0,67.0,8029.0,869.0,730.0,3142.0,642.0,4365.0,4608.0,2441.0,14325.0,11493.0,6302.0,1084.0,21821.0,53362.0,13906.0,28415.0,26920.0,29204.0,,,,
Croatia,HRV191,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,116.0,68.0,248.0,247.0,208.0,311.0,364.0,340.0,281.0,393.0,301.0,489.0,354.0,276.0,231.0,238.0,443.0,184.0,122.0,167.0,114.0,62.0,,,,
Cyprus,CYP196,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,1.0,89.0,231.0,11.0,38.0,21.0,7.0,739.0,11.0,19.0,17.0,8.0,34.0,61.0,61.0,41.0,29.0,3.0,22.0,18.0,1.0,0.0,0.0,0.0,0.0,38.0,217.0,145.0,94.0,6.0,62.0,,,,
Czech Republic,CZE203,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,4253.0,6820.0,16700.0,15567.0,13294.0,15990.0,13857.0,8224.0,2903.0,6336.0,9043.0,7431.0,7070.0,10625.0,16172.0,15076.0,14252.0,17245.0,13389.0,15153.0,17281.0,,,,
Czechoslovakia,CSK200,A.1.1.1.1,Rice,tonnes,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,0.0,2400.0,900.0,0.0,3200.0,750.0,70.0,0.0,0.0,0.0,1940.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK208,A.1.1.1.1,Rice,tonnes,105.0,305.0,3618.0,1735.0,2730.0,1266.0,1070.0,1236.0,2174.0,2054.0,1868.0,1537.0,1150.0,350.0,634.0,545.0,353.0,341.0,135.0,189.0,357.0,487.0,789.0,1662.0,3320.0,3566.0,5625.0,5784.0,1096.0,620.0,1285.0,469.0,501.0,2325.0,2638.0,3136.0,6214.0,2908.0,3072.0,4044.0,3790.0,3417.0,4395.0,4932.0,,,,
Djibouti,DJI262,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,2258.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305.0,1678.0,1678.0,594.0,12318.0,0.0,,,,,,,,,,
Dominica,DMA212,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Dominican Republic,DOM214,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,3513.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9155.0,42167.0,5211.0,9492.0,10015.0,9501.0,37028.0,16844.0,20131.0,11942.0,52868.0,10150.0,,,,
DR Congo,COD180,A.1.1.1.1,Rice,tonnes,0.0,1.0,1.0,92.0,504.0,11.0,15.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,,,,
Ecuador,ECU218,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,11600.0,14017.0,12012.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,29632.0,0.0,25000.0,0.0,50.0,12372.0,36.0,30260.0,26153.0,89482.0,111714.0,54156.0,30076.0,11703.0,78195.0,26149.0,37776.0,1660.0,31382.0,161035.0,100137.0,5419.0,5111.0,21012.0,42322.0,14419.0,43221.0,,,,
Egypt,EGY818,A.1.1.1.1,Rice,tonnes,654455.0,514598.0,456437.0,297804.0,136257.0,104310.0,211040.0,222997.0,145140.0,94878.0,98072.0,93018.0,22914.0,19005.0,65891.0,14769.0,36043.0,99967.0,71353.0,32805.0,75340.0,150952.0,187471.0,144123.0,245878.0,156784.0,327834.0,202592.0,428925.0,306971.0,392987.0,656191.0,464385.0,585740.0,836481.0,1111502.0,982760.0,1223318.0,306835.0,648702.0,599738.0,39972.0,146869.0,335774.0,,,,
El Salvador,SLV222,A.1.1.1.1,Rice,tonnes,2978.0,2503.0,3998.0,848.0,0.0,12.0,115.0,399.0,21.0,10.0,89.0,19.0,121.0,7.0,0.0,23.0,2170.0,923.0,0.0,0.0,611.0,293.0,2295.0,2292.0,1707.0,908.0,253.0,213.0,1048.0,362.0,62.0,405.0,2131.0,1588.0,1469.0,519.0,1104.0,4561.0,3807.0,5364.0,2431.0,8047.0,12322.0,9302.0,,,,
Estonia,EST233,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,1.0,76.0,689.0,4166.0,3922.0,130.0,185.0,22.0,10.0,16.0,22.0,52.0,372.0,110.0,203.0,427.0,493.0,357.0,507.0,425.0,596.0,,,,
Ethiopia,ETH231,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20.0,15.0,8.0,8.0,30.0,,,,
Fiji Islands,FJI242,A.1.1.1.1,Rice,tonnes,30.0,38.0,72.0,491.0,843.0,8.0,103.0,147.0,139.0,168.0,132.0,49.0,17.0,51.0,10.0,46.0,41.0,0.0,0.0,33.0,127.0,86.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,59.0,119.0,246.0,108.0,1643.0,451.0,197.0,183.0,868.0,826.0,838.0,520.0,232.0,796.0,,,,
Finland,FIN246,A.1.1.1.1,Rice,tonnes,2.0,19.0,546.0,1527.0,260.0,101.0,0.0,102.0,0.0,304.0,406.0,400.0,219.0,245.0,90.0,21.0,1.0,2.0,6.0,0.0,24.0,14.0,5.0,27.0,178.0,150.0,229.0,114.0,44.0,10.0,12.0,113.0,2635.0,1795.0,24.0,15.0,54.0,911.0,118.0,46.0,128.0,233.0,114.0,272.0,,,,
France,FRA250,A.1.1.1.1,Rice,tonnes,18637.0,9502.0,4987.0,2827.0,3014.0,2674.0,4109.0,59322.0,51226.0,31473.0,13707.0,3858.0,6554.0,66843.0,71473.0,17227.0,47031.0,25840.0,30969.0,56794.0,42678.0,56265.0,69035.0,82042.0,71078.0,72668.0,72620.0,77401.0,60681.0,74566.0,65571.0,92575.0,89658.0,77014.0,115065.0,95988.0,90960.0,71970.0,75411.0,65230.0,83192.0,74572.0,55838.0,67794.0,,,,
French Polynesia,PYF258,A.1.1.1.1,Rice,tonnes,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
Gabon,GAB266,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,112.0,271.0,681.0,548.0,7.0,706.0,81.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,,,,
Gambia,GMB270,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,35.0,227.0,153.0,132.0,1194.0,409.0,143.0,104.0,0.0,0.0,930.0,25.0,360.0,492.0,45.0,,,,
Georgia,GEO268,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,200.0,,18.0,,,,,,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,185.0,0.0,178.0,321.0,390.0,,,,
Germany,DEU276,A.1.1.1.1,Rice,tonnes,24128.0,17449.0,34201.0,35021.0,29429.0,27913.0,43770.0,51545.0,69427.0,36660.0,29011.0,31092.0,37329.0,40141.0,44487.0,40301.0,41465.0,31805.0,34854.0,31895.0,30878.0,45023.0,41507.0,50116.0,52455.0,50513.0,57337.0,41695.0,41501.0,56574.0,68377.0,53271.0,60881.0,56298.0,58705.0,60605.0,59520.0,59363.0,78316.0,62712.0,63916.0,92850.0,78189.0,75581.0,,,,
Ghana,GHA288,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7729.0,170.0,108.0,734.0,1425.0,1495.0,1969.0,1046.0,1096.0,2.0,2224.0,0.0,3.0,129.0,6.0,63.0,1.0,0.0,,,,
Greece,GRC300,A.1.1.1.1,Rice,tonnes,7801.0,13851.0,5204.0,1468.0,5764.0,8717.0,12179.0,31853.0,11520.0,10069.0,27570.0,4948.0,4427.0,3928.0,17367.0,12527.0,31881.0,36167.0,22648.0,29936.0,5587.0,22185.0,9840.0,36311.0,57008.0,49605.0,35788.0,63643.0,58874.0,39768.0,41669.0,28115.0,28990.0,24664.0,37289.0,73601.0,93346.0,94410.0,78562.0,81041.0,112676.0,124947.0,127128.0,97753.0,,,,
Grenada,GRD308,A.1.1.1.1,Rice,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Guam,GUM316,A.1.1.1.1,Rice,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,170.0,480.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Guatemala,GTM320,A.1.1.1.1,Rice,tonnes,2450.0,488.0,144.0,0.0,0.0,0.0,25.0,0.0,2.0,57.0,21.0,0.0,0.0,95.0,90.0,78.0,25.0,41.0,27.0,0.0,0.0,521.0,365.0,3743.0,3067.0,2493.0,2867.0,2576.0,1673.0,977.0,1211.0,1788.0,1020.0,1114.0,586.0,2859.0,4678.0,6277.0,5246.0,3889.0,2335.0,1475.0,2149.0,472.0,,,,
